unit_id,mean_firing_rate,cv_isi,mean_isi,std_isi,min_isi,max_isi,burst_index,n_spikes
950910352,4.052903503875323,21.47888187857318,0.24674304164459818,5.299764645844188,0.00020000030235678423,1018.5971916855266,0.00792731577999125,38854
950910364,28.153848689384358,55.00261977784367,0.03551925407793754,1.9536520268414217,0.0001666669402311527,1014.8007859107586,0.39721023285108276,269916
950910371,15.49475558093563,40.804380366847326,0.06453839988388428,2.6334494171297096,0.00016666691772115882,1014.8831860512204,0.03467542696349353,148550
950910392,14.541328523989993,39.85175693801362,0.06877000072505349,2.740605353521852,0.00013333355218492215,1016.4181550098485,0.10992116721302068,139410
950910435,55.72995968413694,77.3612923930385,0.01794370348193297,1.3881480916797995,0.00016666691590216942,1014.6686190423699,0.24251861806162536,534294
950910463,11.579818121886985,35.27811072462349,0.08635792011876624,3.0465442678980255,0.00026666706799005624,1014.7972192422758,0.04886134332660709,111009
950910531,19.63697737541869,47.64622447076094,0.05092460481154891,2.426365151935852,0.00013333353399502812,1020.942195163669,0.06320855955884697,188235
950910576,13.066998437104248,37.49461688070545,0.07652928006577155,2.869436036222313,0.00013333353308553342,1014.9887528980237,0.0312375265435154,125267
950910558,26.47403360815106,53.326415437080584,0.03777301014163243,2.014299231121749,0.00016666691772115882,1014.7206524539929,0.23090197747124808,253810
950910549,7.723263108494375,30.754795954332636,0.12948069916524677,3.9821524828514923,0.00020000030053779483,1016.4092883474516,0.17967177686229485,74036
950910603,33.15613201888661,59.6747864687244,0.030160428404336862,1.7998171248340524,0.0011666685816749123,1014.700652425898,0.2431764987164645,317873
950910651,48.42487463367625,72.11501581396057,0.02065058839178852,1.4892175084414196,0.0014666688730358146,1014.6638523684014,0.3634395678246485,464257
950910671,24.042399870767927,53.7029138596863,0.041593366061746434,2.233684954748368,0.00013333353490452282,1023.131431790475,0.3382723655722697,230478
950910664,9.177651277369895,32.93476831954116,0.10896158898277031,3.5886246888766093,0.00016666691590216942,1014.6839523978914,0.30330688437371006,87213
950910727,4.968800908303811,23.531290384137673,0.20126004257839947,4.73590850463623,0.00046666743264722754,1014.6734857156803,0.1615331098602239,47434
950910742,15.27693092333733,40.56276376229798,0.06545862076755113,2.6551825704000294,0.00013333355218492215,1014.8218526141075,0.1003618735490919,146461
950910757,44.092000537963216,68.82175083876416,0.022679904596024928,1.5608707431545699,0.00016666691772115882,1014.7618191852557,0.35177672059557574,422718
950910778,41.03467183279747,66.3885025744053,0.024369697557004306,1.6178677290006587,0.00013333353308553342,1014.6705523793761,0.3505556628809061,393405
950912803,2.5980402491317895,16.84896131183486,0.38492096656423097,6.485518473754808,0.00016666691726641147,1016.3717549515205,0.12519077837577317,24899
950910834,9.606633465116252,32.14866938328892,0.10409586891312624,3.346543673854278,0.00023333368517342024,1015.0234862466424,0.020640832148014637,92100
950910897,4.188844462362177,21.544263662106527,0.238735277498654,5.143375763877169,0.00013333355218492215,1019.2568592955637,0.14640291359010177,40089
950910889,5.2655676031118235,24.76942156743908,0.18991681155648307,4.704129568186415,0.00023333371632361377,1016.2784214650485,0.1020226232690822,50480
950910861,4.916985352738266,23.312147497757785,0.2033809628190471,4.741247003473618,0.00016666691590216942,1016.3299548822968,0.11984470468431772,47137
950912814,8.291874170490914,29.915304513541813,0.1206015144288679,3.60783102893389,0.00020000032827738323,1015.8862209198134,0.16393628265136645,79477
950910904,7.7977528816793935,29.00236220984065,0.12824378923075913,3.719372826432938,0.00013333353308553342,1015.7158539739648,0.08051635342117584,74756
950910941,4.7841430401233085,23.464108954603844,0.20902840795748256,4.9046653389217525,0.00013333353308553342,1033.3076140630994,0.14819579199825575,45866
950911006,1.526156164135649,12.882697711608394,0.6552857277658272,8.441847945538463,0.0014000021074025426,1015.5110203787209,0.001982228298017772,14631
950911040,9.985394359759885,32.775892856869824,0.10014731618264693,3.282417705105501,0.0011000016565958504,1014.8804526956174,0.16113194538750014,95730
950911088,10.968919370796712,34.34855843949331,0.09116755038531443,3.1314739321954237,0.0011666685816180689,1015.0097195569747,0.10766553504692894,105160
950911195,7.334011686619236,28.104696676936097,0.1363529628340673,3.8321586614530028,0.0018333360931137577,1015.1639531312892,0.09791065155243284,70310
950911223,13.49144333871559,38.08607386288867,0.07412162704866349,2.823001762612884,0.0003333338349875703,1014.9444527927545,0.11109392999899491,129342
950911266,21.33948421276749,47.883129091352586,0.046861717840450415,2.243885684796828,0.004000006021669833,1014.764252520984,0.09497949467448101,204582
950911286,2.16388500456075,16.421158495523965,0.46215426138851695,7.589108375642649,0.0045666735404665815,1041.6642265132941,0.024873442367601247,20545
950912928,0.8805049302905478,10.276496464396448,1.1358466732212495,11.672524321454638,0.003200005252494975,1040.258592828428,0.11907020872865275,8433
950911467,1.9586155201485616,14.775708362045618,0.5105921849436943,7.544361216667687,0.0009333347388746915,1017.4266567284262,0.133584296853993,18596
950912940,2.9506827243977405,18.027633018361183,0.33891662855372573,6.109864603386798,0.00016666691772115882,1016.8889225714826,0.21721718174085625,28217
950911563,1.6983069146409437,14.096152853011112,0.5888579471095013,8.300631631165864,0.00026666706799005624,1015.1354197495859,0.4356466100652147,16255
950911601,3.99535469996024,20.80543251214123,0.25029720364723307,5.2075415784601775,0.00013333353399502812,1015.182186522296,0.2813503563875617,38302
950911593,3.0849266826557873,18.421237107964085,0.3241677769992517,5.971571482864841,0.00026666706799005624,1017.8767574410766,0.16577594371532944,29565
950911586,1.323835792012338,12.392769349263306,0.7554402436479208,9.361996696679958,0.00026666706799005624,1017.990424377919,0.29980291683090265,12686
950911656,2.7164651002665567,17.3420804262018,0.3681396240803601,6.384306968873302,0.00023333368335443083,1022.0366303564907,0.22803106019835473,26015
950911698,27.98536790002879,54.86887463155247,0.035733092049567955,1.9606345478654685,0.00020000030053779483,1015.263919960352,0.2790899637342199,268298
950911691,4.178474863103929,21.309815462354237,0.23932774494487316,5.100030079796629,0.00016666691772115882,1016.9658893398722,0.19184101463024916,40055
950911684,1.883793654519715,14.484965638798602,0.5308731016189457,7.689678635512868,0.00016666691772115882,1020.6116282920748,0.31716231932214656,18058
950912952,1.71716926341028,13.706441705425222,0.582389153271544,7.982482979188372,0.00026666706799005624,1016.1322213949869,0.13748481166464155,16461
950911704,7.39969121640234,28.227339232754677,0.13514267922462134,3.814718251296734,0.00013333353399502812,1014.9365861162731,0.06897378065971244,70941
950911677,1.4406690703088292,12.660101566062389,0.6941721989808229,8.788290543434089,0.00026666706799005624,1020.0913938720041,0.2171772032732276,13810
950911732,13.641183245917338,38.28280358040348,0.07330798425021867,2.8064351619264336,0.00020000030053779483,1014.7451524933352,0.015010169906253345,130779
950911880,9.03745411487836,31.190527682740417,0.1106519081554989,3.4512914044721383,0.00016666691772115882,1014.7828858969759,0.065458532925492,86636
950911873,2.614781263950075,17.185934820233797,0.38245642694511506,6.572871225058257,0.00023333368335443083,1019.0018926747008,0.12400750109723496,25064
950911932,4.628289130924099,22.370630321049408,0.21606742987621566,4.833564598180087,0.00026666706799005624,1016.331254890976,0.005499087241666855,44372
950911986,3.5026600354784607,19.872679567307603,0.2855058071260924,5.673765419622362,0.00040000060289457906,1019.835393524691,0.012656719973793145,33580
950912018,15.034167779613771,40.19680711527978,0.06651561647092057,2.6737154054355208,0.00030000045171618694,1014.7643191891457,0.026399045332815296,144135
950912065,4.904475718492666,23.02107652527224,0.2038997290758873,4.693991266538278,0.00020000030053779483,1015.1049197208858,0.012613264134087719,47015
950912109,3.5052688403342125,19.595677197263917,0.28529331393054025,5.590515686320543,0.00036666721825895365,1018.7815922382911,0.0490207750461337,33599
950912226,6.609090055246481,26.752649986457918,0.1513091567038334,4.047920909043768,0.00013333355218492215,1014.8848860419915,0.03296894803548796,63121
950912214,3.2811300236022825,19.086855590284642,0.30478274389655885,5.817344219164327,0.00016666691772115882,1014.9584195156278,0.03505646572292031,31436
950912190,5.478203377791767,24.32247607488541,0.1825450740190985,4.43994819541771,0.00016666691772115882,1014.8043859152323,0.003198903233177196,52519
950912164,6.040116742647193,25.678827938927245,0.1655625733351126,4.25145283379838,0.00013333353490452282,1015.9593876525536,0.0905699481865285,57901
950912249,13.045544127772153,37.44230828940041,0.07665513878577805,2.8701453383838764,0.00020000030144728953,1014.7942525642213,0.02955991940384431,125069
950912283,8.782842576652731,30.7264325083791,0.11385970630987105,3.498502581354119,0.00016666691772115882,1014.9277861342796,0.01713756368689208,84202
950912293,10.564714045575863,33.70791117614517,0.09465564987383188,3.1906442382674216,0.00023333368335443083,1014.6779857227939,0.0504645582993513,101280
950912361,3.750340697776436,20.184756154236315,0.26664985891873433,5.382262380836168,0.00036666721825895365,1014.7866525583602,0.04278402136419272,35949
950912326,6.858972419588638,27.18791287849225,0.14579665182750626,3.963906667862108,0.00023333368517342024,1014.9337194439565,0.017434961204929256,65731
950912396,2.6544073213952677,17.04171953878074,0.3767467499453333,6.420412449715529,0.00030000045080669224,1017.0877561209296,0.010855457227138644,25426
950912384,7.277200295929533,27.995239403303337,0.13741745354857346,3.8470345102846295,0.00020000030235678423,1015.215119874342,0.05194507353151965,69767
950912448,4.963177848178952,23.172243839805464,0.20148804832463077,4.668930186584851,0.00023333371632361377,1016.7304221692666,0.06269704485266299,47579
950912427,4.343307888414385,21.708289782454553,0.23024479101923745,4.998220644346296,0.00020000030053779483,1016.6964887884748,0.04685736244205874,41638
950912417,3.5860750888599835,19.75495657272462,0.2788645156115963,5.508956395580972,0.00023333368517342024,1016.1923881062847,0.037965845285543885,34374
